gid_16s,G63245,G63278,G63282,G63283,G63284,G63291,G63298,G63323,G63328,G63341,G63347,G63353,G63355,G63361,G63378,G63384,G63394,G64452,G64561,G64562,G64565,G64567,G64570,G64602,G64608,G64613,G64619,G64621,G64623,G64642,G64644,G64645,G64648,G64650,G64662,G64695,G64698,G64709,G64715,G64718,G64755,G64764,G64788,G64794,G64801,G64803,G64805,G64830,G64838,G64843,G64877,G64881,G64886,G64927,G64942,G64948,G64999,G65360,G65372,G65409,G65471,G65513,G65518,G65862,G65872,G65908,G66033,G66037,G66064,G66079,G66083,G66086,G66087,G66101,G66106,G66128,G66130,G66131,G66139,G66224,G66244,G66274,G66297,G66390,G66466,G66736,G66783,G66868,G67075,G67092,G67097,G67104,G67123,G67124,G67129,G67140,G67144,G72793,G72804,G72820,G72823,G72844,G72853,G72873,G72880,G72882,G72885,G73574,G73579,G73588,G73597,G73602,G73632,G73634,G73650,G73655,G73658,G73701,G73713,G73723,G73732,G73742,G73786,G73789,G73790,G73793,G73809,G73826,G73859,G73890,G73896,G73931,G74004,G74041,G74047,G74079,G74092,G74095,G74102,G75551,G75614,G75710,G75715,G75718,G75725,G75745,G75747,G75750,G75756,G75798,G75807,G75810,G75811,G75817,G75821,G75825,G75842,G75846,G75872,G75874,G75882,G76375,G76389,G76392,G76393,G76394,G76397,G76401,G76403,G76405,G76411,G76416,G76423,G76426,G76430,G76431,G76434,G76437,G76438,G76439,G76452,G76453,G76457,G76460,G76463,G76464,G76465,G76466,G76469,G76470,G76471,G76472,G76474,G76479,G76486,G76487,G76489,G76492,G76494
D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rhodospirillales.D_4__uncultured.D_5__uncultured.organism,0.000721501,0.000721501,0.000721501,0.000721501,0.014430014,0.000721501,0.000721501,0.000721501,0.023809524,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.181818182,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.639249639,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501,0.000721501
D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rickettsiales.D_4__Mitochondria.D_5__Rubus.hybrid.cultivar,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.095890411,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621,0.00456621
D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rickettsiales.D_4__Mitochondria.D_O,0.133640553,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.01843318,0.016129032,0.002304147,0.002304147,0.002304147,0.002304147,0.00921659,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.013824885,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.052995392,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.046082949,0.002304147,0.02764977,0.002304147,0.002304147,0.002304147,0.011520737,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.057603687,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.055299539,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.034562212,0.002304147,0.016129032,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.048387097,0.034562212,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147,0.002304147
D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Sphingomonadales.D_4__Sphingomonadaceae.D_5__Sphingobium,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.043478261,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918,0.004830918
D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Desulfovibrionales.D_4__Desulfovibrionaceae.D_5__Bilophila,0.000110205,0.000110205,0.049812652,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.00044082,0.000110205,0.000110205,0.025567556,0.003195944,0.026228786,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.046726912,0.009698038,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.05818823,0.000110205,0.015318492,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.014987877,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.0022041,0.000110205,0.000110205,0.006281684,0.000110205,0.000110205,0.000110205,0.00176328,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.175115715,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000991845,0.000110205,0.000110205,0.000110205,0.00154287,0.000110205,0.00088164,0.000110205,0.002975534,0.000110205,0.000110205,0.000110205,0.000110205,0.170927926,0.309014767,0.000110205,0.00110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.00066123,0.000551025,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.013334803,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.027551245,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.00066123,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.000110205,0.015318492,0.000110205,0.000110205,0.000110205
D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Desulfovibrionales.D_4__Desulfovibrionaceae.D_5__Desulfovibrio,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.004030633,0.007255139,0.082224909,0.021362354,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.652559452,0.000403063,0.000403063,0.000403063,0.000403063,0.004030633,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.124949617,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.026602177,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063,0.000403063
D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Desulfovibrionales.D_4__Desulfovibrionaceae.D_5__Mailhella,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.048076923,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692
D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Desulfovibrionales.D_4__Desulfovibrionaceae.D_5__uncultured,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.034146341,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049,0.004878049
D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Aeromonadales.D_4__Aeromonadaceae.D_5__Aeromonas,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.904532305,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216,0.00048216
D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Aeromonadales.D_4__Succinivibrionaceae.D_5__Succinatimonas,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.01980198,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495,0.004950495
